#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Issy_Smith	war/ancient,0.18781725888324874	generic,0.17766497461928935	family,0.14213197969543148	royalty,0.1319796954314721	film,0.09137055837563451	politics/art,0.06598984771573604	music/orchestra,0.06091370558375635	empire/religion,0.06091370558375635	music/rock,0.050761421319796954	literature,0.030456852791878174
Iván_Alejandro_de_Bulgaria	empire/religion,0.6023738872403561	generic,0.21562809099901087	war/ancient,0.06726013847675569	royalty,0.057368941641938676	politics/art,0.013847675568743818	family,0.011869436201780416	music/orchestra,0.009891196834817012	film,0.00791295746785361	literature,0.00791295746785361	music/rock,0.005934718100890208
Iván_Bagramián	war/ancient,0.7010545621274644	generic,0.19440623567171023	empire/religion,0.031178358551123338	family,0.024300779458963778	politics/art,0.009628610729023384	music/rock,0.009170105456212746	film,0.00871160018340211	music/orchestra,0.008253094910591471	royalty,0.007336084364970197	literature,0.005960568546538285
Jack_Sheppard	family,0.42273819055244194	generic,0.25060048038430743	literature,0.13250600480384309	film,0.04603682946357086	royalty,0.03482786228983187	politics/art,0.032025620496397116	war/ancient,0.03122497998398719	music/orchestra,0.02602081665332266	music/rock,0.012810248198558846	empire/religion,0.01120896717373899
Jack_Warner	film,0.2459546925566343	family,0.23948220064724918	music/rock,0.13592233009708737	generic,0.11003236245954692	war/ancient,0.07119741100323625	politics/art,0.05501618122977346	literature,0.045307443365695796	music/orchestra,0.03559870550161812	empire/religion,0.032362459546925564	royalty,0.02912621359223301
Jacobo_I_de_Inglaterra_y_VI_de_Escocia	royalty,0.5154735854954673	generic,0.26320725226633324	family,0.08002500781494216	empire/religion,0.05032822757111598	war/ancient,0.02938418255704908	literature,0.02782119412316349	politics/art,0.012191309784307595	music/orchestra,0.009377930603313536	film,0.008127539856205065	music/rock,0.004063769928102532
Jacobo_II_de_Inglaterra	royalty,0.6285714285714286	generic,0.18652291105121294	empire/religion,0.04851752021563342	family,0.04636118598382749	war/ancient,0.029649595687331536	politics/art,0.02425876010781671	music/rock,0.012398921832884097	literature,0.011320754716981131	music/orchestra,0.007008086253369272	film,0.005390835579514825
James_Bowie	politics/art,0.2577962577962578	generic,0.24116424116424118	empire/religion,0.14345114345114346	war/ancient,0.11434511434511435	family,0.1101871101871102	royalty,0.037422037422037424	music/rock,0.033264033264033266	film,0.02286902286902287	literature,0.02286902286902287	music/orchestra,0.016632016632016633
James_Joyce	literature,0.3499430773272616	family,0.28610211051755846	generic,0.220772396882389	music/orchestra,0.04326123128119801	politics/art,0.026272002802346966	music/rock,0.018740695332340837	royalty,0.01532533496803573	empire/religion,0.014624748226639811	film,0.013573868114545933	war/ancient,0.011384534547683685
James_Nesbitt	film,0.4691358024691358	music/rock,0.08950617283950617	generic,0.08641975308641975	literature,0.08641975308641975	royalty,0.06481481481481481	family,0.04938271604938271	war/ancient,0.046296296296296294	music/orchestra,0.043209876543209874	politics/art,0.040123456790123455	empire/religion,0.024691358024691357
James_Robert_Baker	literature,0.26094957673905045	generic,0.22892896577107102	family,0.19285977180714023	film,0.15642252484357747	music/rock,0.0861244019138756	war/ancient,0.02686786897313213	music/orchestra,0.020242914979757085	empire/religion,0.010305483989694516	politics/art,0.008833271991166729	royalty,0.008465218991534781
James_Russell_Lowell	literature,0.36080917874396135	generic,0.25332125603864736	family,0.18689613526570048	politics/art,0.058574879227053143	film,0.050724637681159424	royalty,0.030495169082125604	music/orchestra,0.025664251207729468	war/ancient,0.017210144927536232	music/rock,0.012077294685990338	empire/religion,0.004227053140096618
Jarome_Iginla	film,0.49911504424778763	generic,0.3083185840707965	family,0.07008849557522123	war/ancient,0.049203539823008846	music/rock,0.022300884955752213	politics/art,0.017699115044247787	music/orchestra,0.012035398230088496	literature,0.009203539823008849	empire/religion,0.008849557522123894	royalty,0.003185840707964602
Jay_Chou	film,0.3544	music/rock,0.1672	generic,0.1392	music/orchestra,0.1032	politics/art,0.0856	family,0.08	war/ancient,0.0288	literature,0.0192	royalty,0.0152	empire/religion,0.0072
Jim_Thorpe	film,0.5092792403970652	generic,0.22701769529564092	family,0.10962451445835132	empire/religion,0.028053517479499353	war/ancient,0.02762192490289167	royalty,0.02762192490289167	literature,0.022442813983599482	politics/art,0.0220112214069918	music/rock,0.015968925334484248	music/orchestra,0.010358221838584376
Joe_Hewitt	war/ancient,0.5739644970414202	generic,0.21301775147928995	film,0.05207100591715976	family,0.03372781065088758	royalty,0.03195266272189349	literature,0.028402366863905324	music/rock,0.022485207100591716	music/orchestra,0.01893491124260355	politics/art,0.015384615384615385	empire/religion,0.010059171597633136
Joe_Sakic	film,0.7176938369781312	generic,0.1073558648111332	family,0.03578528827037773	war/ancient,0.033797216699801194	music/rock,0.02982107355864811	politics/art,0.02186878727634195	royalty,0.017892644135188866	literature,0.013916500994035786	music/orchestra,0.011928429423459244	empire/religion,0.009940357852882704
Joel_Brand	war/ancient,0.3808695652173913	generic,0.25217391304347825	family,0.09913043478260869	politics/art,0.07304347826086957	music/orchestra,0.05391304347826087	empire/religion,0.03826086956521739	literature,0.03304347826086956	film,0.029565217391304348	royalty,0.022608695652173914	music/rock,0.017391304347826087
Joey_Santiago	music/rock,0.6312346688470973	generic,0.13000817661488143	family,0.0874897792313982	film,0.04905968928863451	politics/art,0.03679476696647588	literature,0.022076860179885527	music/orchestra,0.02044153720359771	royalty,0.009811937857726901	war/ancient,0.007358953393295176	empire/religion,0.005723630417007359
John_Barbirolli	music/orchestra,0.5153846153846153	generic,0.11384615384615385	family,0.07230769230769231	film,0.05846153846153846	literature,0.055384615384615386	music/rock,0.052307692307692305	royalty,0.04923076923076923	politics/art,0.04153846153846154	war/ancient,0.026153846153846153	empire/religion,0.015384615384615385
John_Churchill,_I_duque_de_Marlborough	royalty,0.4097914777878513	generic,0.185856754306437	war/ancient,0.17769718948322757	empire/religion,0.08522212148685404	family,0.05439709882139619	music/orchestra,0.02629193109700816	politics/art,0.021758839528558477	film,0.013599274705349048	literature,0.013599274705349048	music/rock,0.011786038077969175
John_Day	generic,0.27603305785123966	literature,0.27107438016528923	family,0.1305785123966942	royalty,0.10413223140495868	politics/art,0.05454545454545454	empire/religion,0.049586776859504134	music/orchestra,0.03966942148760331	music/rock,0.02975206611570248	war/ancient,0.023140495867768594	film,0.021487603305785124
John_Dee	literature,0.29202168861347794	generic,0.2203718048024787	family,0.1994577846630519	royalty,0.09643687064291247	film,0.04608830364058869	empire/religion,0.03989155693261038	war/ancient,0.029047250193648334	politics/art,0.026723470178156468	music/rock,0.025561580170410533	music/orchestra,0.024399690162664602
John_Frusciante	music/rock,0.601763907734057	generic,0.2025101763907734	family,0.11024423337856173	film,0.023744911804613297	literature,0.01967435549525102	music/orchestra,0.016282225237449117	politics/art,0.0101763907734057	royalty,0.008141112618724558	war/ancient,0.0047489823609226595	empire/religion,0.0027137042062415195
John_Knox	royalty,0.3962962962962963	generic,0.15185185185185185	literature,0.13703703703703704	empire/religion,0.09074074074074075	music/rock,0.06666666666666667	family,0.046296296296296294	politics/art,0.040740740740740744	war/ancient,0.037037037037037035	film,0.020370370370370372	music/orchestra,0.012962962962962963
John_Michael_Wright	politics/art,0.18857142857142858	royalty,0.18857142857142858	generic,0.13714285714285715	music/orchestra,0.10857142857142857	literature,0.09142857142857143	empire/religion,0.08	war/ancient,0.06857142857142857	music/rock,0.05714285714285714	family,0.05142857142857143	film,0.02857142857142857
John_Millington_Synge	literature,0.4330708661417323	generic,0.1784776902887139	music/orchestra,0.13385826771653545	family,0.11986001749781278	film,0.04199475065616798	royalty,0.02712160979877515	empire/religion,0.02537182852143482	music/rock,0.017497812773403325	war/ancient,0.016622922134733157	politics/art,0.006124234470691163
Jorge_I_de_Gran_Bretaña	royalty,0.6070345664038811	generic,0.23286840509399637	empire/religion,0.05275924802910855	family,0.027895694360218316	war/ancient,0.027895694360218316	politics/art,0.01637355973317162	literature,0.010309278350515464	music/rock,0.009702850212249849	music/orchestra,0.009096422073984234	film,0.006064281382656155
Jorge_I_de_Grecia	royalty,0.42684766214177977	generic,0.24283559577677225	war/ancient,0.1493212669683258	empire/religion,0.06737053795877325	family,0.05480140774258421	film,0.017094017094017096	politics/art,0.016591251885369532	music/orchestra,0.012066365007541479	literature,0.010055304172951232	music/rock,0.0030165912518853697
Jorge_II_de_Gran_Bretaña	royalty,0.644361833952912	generic,0.177819083023544	family,0.05762081784386617	empire/religion,0.040272614622057	war/ancient,0.028500619578686492	music/orchestra,0.014250309789343246	literature,0.010532837670384139	film,0.009913258983890954	politics/art,0.008674101610904586	music/rock,0.0080545229244114
Jorge_III_del_Reino_Unido	royalty,0.5961386918833728	generic,0.24113475177304963	family,0.0591016548463357	war/ancient,0.033490937746256895	empire/religion,0.020882584712371945	music/rock,0.013002364066193853	film,0.01103230890464933	politics/art,0.01024428684003152	literature,0.008274231678486997	music/orchestra,0.006698187549251379
Jorge_IV_del_Reino_Unido	royalty,0.5672546857772878	generic,0.2651598676957001	family,0.08158765159867695	war/ancient,0.018743109151047408	politics/art,0.014884233737596472	literature,0.013230429988974642	empire/religion,0.012127894156560088	music/rock,0.011025358324145534	film,0.008820286659316428	music/orchestra,0.007166482910694598
Jorge_V_del_Reino_Unido	royalty,0.5585032113934655	generic,0.2192125104719352	family,0.08209997207483943	war/ancient,0.06366936609885507	music/orchestra,0.019547612398771293	literature,0.017592851158894165	film,0.016475844736107234	empire/religion,0.008656799776598716	music/rock,0.007539793353811784	politics/art,0.006702038536721586
Joseph_Barbera	film,0.5257826887661142	generic,0.14825046040515655	family,0.07734806629834254	literature,0.06998158379373849	politics/art,0.06537753222836096	music/rock,0.03959484346224678	war/ancient,0.029465930018416207	music/orchestra,0.019337016574585635	empire/religion,0.01565377532228361	royalty,0.009208103130755065
Joseph_Johnson	literature,0.5532591414944356	generic,0.2565580286168522	family,0.08664546899841018	war/ancient,0.02007154213036566	royalty,0.01967408585055644	politics/art,0.018481717011128777	empire/religion,0.014109697933227345	film,0.013513513513513514	music/rock,0.008942766295707472	music/orchestra,0.008744038155802861
Joseph_Szigeti	music/orchestra,0.3854166666666667	family,0.13020833333333334	generic,0.13020833333333334	empire/religion,0.07291666666666667	film,0.057291666666666664	politics/art,0.052083333333333336	music/rock,0.052083333333333336	literature,0.046875	war/ancient,0.036458333333333336	royalty,0.036458333333333336
José_Maria_da_Silva_Paranhos	royalty,0.25	family,0.13043478260869565	war/ancient,0.11956521739130435	politics/art,0.08695652173913043	generic,0.07608695652173914	empire/religion,0.07608695652173914	literature,0.07608695652173914	film,0.06521739130434782	music/orchestra,0.06521739130434782	music/rock,0.05434782608695652
Joshua_A._Norton	generic,0.2451558550968829	politics/art,0.22493681550126368	family,0.17270429654591407	empire/religion,0.10530749789385004	war/ancient,0.07160909856781802	royalty,0.06908171861836562	film,0.04717775905644482	literature,0.03369839932603201	music/rock,0.018534119629317607	music/orchestra,0.011794439764111205
Josquin_des_Prés	politics/art,0.4938875305623472	music/orchestra,0.1784841075794621	generic,0.11063569682151589	family,0.08190709046454768	empire/religion,0.04706601466992665	literature,0.042787286063569685	royalty,0.01650366748166259	music/rock,0.01589242053789731	film,0.007946210268948655	war/ancient,0.004889975550122249
Jovan_Vladimir	empire/religion,0.5928571428571429	generic,0.11190476190476191	family,0.0880952380952381	politics/art,0.04523809523809524	war/ancient,0.0380952380952381	royalty,0.03571428571428571	literature,0.03333333333333333	music/orchestra,0.023809523809523808	music/rock,0.016666666666666666	film,0.014285714285714285
Joy_Division	music/rock,0.5642228739002932	generic,0.187683284457478	family,0.09560117302052785	film,0.04164222873900293	music/orchestra,0.03460410557184751	literature,0.03225806451612903	politics/art,0.0187683284457478	war/ancient,0.011143695014662757	empire/religion,0.007624633431085044	royalty,0.0064516129032258064
Józef_Piłsudski	war/ancient,0.4451772464962902	generic,0.26380873866446825	family,0.11211871393239901	empire/religion,0.04451772464962902	politics/art,0.036273701566364384	music/orchestra,0.031327287716405604	royalty,0.026380873866446827	literature,0.023907666941467436	film,0.00989282769991756	music/rock,0.006595218466611707
Juan_Calvino	generic,0.33175033921302577	empire/religion,0.2564450474898236	family,0.17028493894165536	royalty,0.07869742198100407	literature,0.04816824966078698	politics/art,0.04748982360922659	film,0.0203527815468114	war/ancient,0.01967435549525102	music/orchestra,0.017639077340569877	music/rock,0.009497964721845319
Juan_Davis_Bradburn	politics/art,0.3261904761904762	generic,0.28714285714285714	war/ancient,0.2061904761904762	empire/religion,0.07095238095238095	family,0.047142857142857146	royalty,0.022857142857142857	literature,0.02142857142857143	film,0.011428571428571429	music/rock,0.0038095238095238095	music/orchestra,0.002857142857142857
Judy_Garland	film,0.4677950164551011	generic,0.16408086506817113	music/rock,0.15796897038081806	family,0.10860366713681241	literature,0.0305594734367654	politics/art,0.023507287259050307	royalty,0.017865538316878232	war/ancient,0.012693935119887164	music/orchestra,0.011283497884344146	empire/religion,0.005641748942172073
Justo_de_Canterbury	empire/religion,0.6046511627906976	generic,0.18826135105204872	family,0.044296788482835	literature,0.035437430786267994	royalty,0.03322259136212625	music/orchestra,0.02768549280177187	politics/art,0.024363233665559248	war/ancient,0.016611295681063124	music/rock,0.014396456256921373	film,0.01107419712070875
Kate_Bush	music/rock,0.5220759101471727	generic,0.1386522075910147	music/orchestra,0.09217660728117738	family,0.08675445391169635	literature,0.051897753679318356	film,0.030983733539891558	politics/art,0.027885360185902403	empire/religion,0.024012393493415957	royalty,0.013942680092951201	war/ancient,0.011618900077459334
Katharine_Hepburn	film,0.4145818441744103	family,0.19228020014295927	generic,0.1401000714796283	literature,0.06862044317369549	royalty,0.055039313795568263	music/orchestra,0.045746962115797	music/rock,0.045746962115797	politics/art,0.020729092208720514	empire/religion,0.010721944245889922	war/ancient,0.006433166547533953
Kathleen_Ferrier	music/orchestra,0.37757437070938216	music/rock,0.12585812356979406	literature,0.10983981693363844	family,0.08924485125858124	generic,0.08466819221967964	royalty,0.07322654462242563	film,0.057208237986270026	politics/art,0.05034324942791762	empire/religion,0.018306636155606407	war/ancient,0.013729977116704805
Katie_Holmes	film,0.34522560335781743	family,0.18782791185729275	generic,0.14375655823714587	literature,0.09653725078698845	music/rock,0.07135362014690451	politics/art,0.048268625393494226	royalty,0.04407135362014691	empire/religion,0.02728226652675761	war/ancient,0.02098635886673662	music/orchestra,0.014690451206715634
Khalid_al-Mihdhar	war/ancient,0.4205128205128205	generic,0.13333333333333333	family,0.10256410256410256	politics/art,0.08974358974358974	royalty,0.07435897435897436	empire/religion,0.06153846153846154	film,0.05897435897435897	music/rock,0.02564102564102564	music/orchestra,0.017948717948717947	literature,0.015384615384615385
L._Ron_Hubbard	literature,0.3957643944407677	family,0.14758438120450032	generic,0.12177365982792852	film,0.09794837855724686	war/ancient,0.06618133686300463	empire/religion,0.04765056254136334	music/rock,0.04500330906684315	politics/art,0.04434149569821311	royalty,0.019192587690271344	music/orchestra,0.01455989410986102
Lady_Gregory	literature,0.5852417302798982	music/rock,0.089058524173028	royalty,0.05597964376590331	family,0.04834605597964377	generic,0.04834605597964377	politics/art,0.04834605597964377	film,0.04580152671755725	music/orchestra,0.03816793893129771	war/ancient,0.027989821882951654	empire/religion,0.01272264631043257
Lazare_Ponticelli	family,0.20087336244541484	generic,0.15283842794759825	politics/art,0.14410480349344978	war/ancient,0.13100436681222707	royalty,0.13100436681222707	film,0.0611353711790393	literature,0.0611353711790393	empire/religion,0.05240174672489083	music/orchestra,0.043668122270742356	music/rock,0.021834061135371178
Leo_Ornstein	music/orchestra,0.4307692307692308	generic,0.15692307692307692	family,0.11692307692307692	film,0.055384615384615386	empire/religion,0.052307692307692305	literature,0.052307692307692305	music/rock,0.04	war/ancient,0.036923076923076927	royalty,0.036923076923076927	politics/art,0.021538461538461538
Leslie_Groves	war/ancient,0.3177257525083612	politics/art,0.1806020066889632	generic,0.17391304347826086	family,0.0802675585284281	film,0.06354515050167224	music/orchestra,0.05016722408026756	literature,0.04013377926421405	royalty,0.04013377926421405	music/rock,0.030100334448160536	empire/religion,0.023411371237458192
Lisa_Gherardini	politics/art,0.3685636856368564	family,0.25474254742547425	generic,0.18699186991869918	royalty,0.052393857271906055	empire/religion,0.04697380307136405	music/orchestra,0.022583559168925023	literature,0.02168021680216802	film,0.018066847335140017	war/ancient,0.017163504968383016	music/rock,0.01084010840108401
Lorenzo_de_Canterbury	empire/religion,0.598893499308437	generic,0.16044260027662519	family,0.08298755186721991	royalty,0.03872752420470263	literature,0.030428769017980636	politics/art,0.024896265560165973	music/orchestra,0.02074688796680498	film,0.016597510373443983	music/rock,0.013831258644536652	war/ancient,0.012448132780082987
Luis_de_Battenberg	royalty,0.46982397317686503	generic,0.2041072925398156	war/ancient,0.18692372170997484	family,0.05322715842414082	film,0.03185247275775356	literature,0.018440905280804692	empire/religion,0.010477787091366304	music/orchestra,0.009639564124056999	music/rock,0.00796311818943839	politics/art,0.0075440067057837385
Luisa_del_Reino_Unido_(1848-1939)	royalty,0.5532359081419624	family,0.10855949895615867	generic,0.08977035490605428	politics/art,0.07306889352818371	war/ancient,0.04384133611691023	literature,0.03966597077244259	film,0.037578288100208766	empire/religion,0.022964509394572025	music/orchestra,0.018789144050104383	music/rock,0.012526096033402923
Luís_Alves_de_Lima_e_Silva	war/ancient,0.2616822429906542	royalty,0.21495327102803738	family,0.16635514018691588	generic,0.10467289719626169	politics/art,0.09158878504672897	empire/religion,0.07289719626168224	film,0.03177570093457944	music/orchestra,0.026168224299065422	music/rock,0.014953271028037384	literature,0.014953271028037384
Maggie_Gyllenhaal	film,0.40310077519379844	family,0.1511627906976744	music/rock,0.13049095607235142	generic,0.12403100775193798	literature,0.05555555555555555	politics/art,0.046511627906976744	royalty,0.029715762273901807	war/ancient,0.020671834625323	empire/religion,0.020671834625323	music/orchestra,0.01808785529715762
Magic_Johnson	film,0.6124435175530066	generic,0.2141119221411192	family,0.05908932916232186	music/rock,0.03753910323253389	literature,0.020507473062217587	politics/art,0.019464720194647202	war/ancient,0.015293708724365659	music/orchestra,0.009732360097323601	empire/religion,0.006604101494612443	royalty,0.005213764337851929
Makinti_Napanangka	politics/art,0.1625	war/ancient,0.1625	music/orchestra,0.125	generic,0.0875	music/rock,0.0875	empire/religion,0.0875	family,0.075	literature,0.075	royalty,0.075	film,0.0625
Manuel_I_Comneno	empire/religion,0.4839061647572286	generic,0.28205128205128205	war/ancient,0.08237861429350792	royalty,0.05291871249318058	family,0.049099836333878884	politics/art,0.015275504637206765	music/orchestra,0.014729950900163666	music/rock,0.007637752318603383	literature,0.006546644844517185	film,0.005455537370430988
Mariano_Rivera	film,0.5166051660516605	generic,0.14760147601476015	politics/art,0.07011070110701106	literature,0.055350553505535055	family,0.04797047970479705	empire/religion,0.04428044280442804	war/ancient,0.03690036900369004	music/rock,0.033210332103321034	music/orchestra,0.025830258302583026	royalty,0.02214022140221402
Mario_Vargas_Llosa	literature,0.26609029779058596	generic,0.1850784502081332	politics/art,0.16042267050912584	family,0.14793467819404418	war/ancient,0.07204610951008646	film,0.055075248158821644	royalty,0.05219340377841819	music/orchestra,0.03970541146333654	empire/religion,0.01601024655779699	music/rock,0.005443483829650976
María_Amelia_de_Braganza	family,0.3400447427293065	royalty,0.33557046979865773	generic,0.17747949291573453	empire/religion,0.049217002237136466	politics/art,0.02982848620432513	war/ancient,0.02162565249813572	literature,0.020134228187919462	music/orchestra,0.01267710663683818	film,0.00820283370618941	music/rock,0.005219985085756898
María_de_Teck	royalty,0.5458115183246073	generic,0.2286212914485166	family,0.13045375218150088	literature,0.029668411867364748	war/ancient,0.019197207678883072	film,0.015270506108202443	music/rock,0.009598603839441536	music/orchestra,0.008289703315881327	empire/religion,0.006980802792321117	politics/art,0.006108202443280977
María_II_de_Inglaterra	royalty,0.546276965901183	generic,0.24356297842727906	family,0.08211551844119694	empire/religion,0.04384133611691023	literature,0.017397355601948505	politics/art,0.016701461377870562	film,0.015309672929714684	music/orchestra,0.013917884481558803	war/ancient,0.011134307585247043	music/rock,0.009742519137091163
Martin_Brodeur	film,0.4405594405594406	generic,0.1258741258741259	politics/art,0.06993006993006994	family,0.06293706293706294	literature,0.06293706293706294	war/ancient,0.055944055944055944	music/orchestra,0.04895104895104895	empire/religion,0.04895104895104895	music/rock,0.04195804195804196	royalty,0.04195804195804196
Martin_Bucer	royalty,0.3799392097264438	empire/religion,0.18541033434650456	generic,0.13069908814589665	politics/art,0.06382978723404255	music/orchestra,0.060790273556231005	family,0.0547112462006079	music/rock,0.03343465045592705	war/ancient,0.03343465045592705	film,0.030395136778115502	literature,0.02735562310030395
Mary_Anning	literature,0.3788713007570544	generic,0.29318651066758433	family,0.22298692360633174	politics/art,0.024088093599449415	royalty,0.022711631108052306	empire/religion,0.019270474879559532	war/ancient,0.0182381280110117	film,0.01169993117687543	music/orchestra,0.005849965588437715	music/rock,0.0030970406056434964
Mary_Martha_Sherwood	literature,0.5129935875801552	family,0.19676004049949375	generic,0.17448531893351332	royalty,0.03611204859939251	empire/religion,0.021937225784677692	war/ancient,0.021262234222072223	music/orchestra,0.011137360782990213	politics/art,0.010462369220384746	film,0.0077624029699628755	music/rock,0.007087411407357408
Matthew_Brettingham	politics/art,0.2946708463949843	generic,0.2727272727272727	family,0.10344827586206896	royalty,0.07836990595611286	empire/religion,0.07523510971786834	war/ancient,0.05642633228840126	literature,0.0438871473354232	music/orchestra,0.03134796238244514	music/rock,0.025078369905956112	film,0.018808777429467086
Maximiano	empire/religion,0.5511427500936681	generic,0.2772573997751967	war/ancient,0.08017984263769203	royalty,0.036717871862120645	family,0.026976395653802922	film,0.008242787560884226	music/orchestra,0.006369426751592357	politics/art,0.005994754589733983	music/rock,0.004121393780442113	literature,0.0029973772948669914
Maynard_James_Keenan	music/rock,0.5527670527670527	generic,0.16988416988416988	family,0.12162162162162163	film,0.0472972972972973	literature,0.03893178893178893	politics/art,0.028314028314028315	empire/religion,0.01673101673101673	music/orchestra,0.009652509652509652	war/ancient,0.00933075933075933	royalty,0.0054697554697554695
Mário_de_Andrade	music/orchestra,0.2905027932960894	family,0.2212290502793296	generic,0.21731843575418994	literature,0.17206703910614526	politics/art,0.0329608938547486	empire/religion,0.019553072625698324	film,0.015083798882681564	royalty,0.012849162011173185	war/ancient,0.012290502793296089	music/rock,0.006145251396648044
Máximo_el_Confesor	empire/religion,0.4587378640776699	generic,0.21844660194174756	family,0.13996763754045308	literature,0.07524271844660194	war/ancient,0.03317152103559871	royalty,0.02669902912621359	politics/art,0.01779935275080906	music/orchestra,0.013754045307443365	film,0.009708737864077669	music/rock,0.006472491909385114
Melito_de_Canterbury	empire/religion,0.6297786720321932	generic,0.1851106639839034	family,0.047283702213279676	royalty,0.03118712273641851	literature,0.028169014084507043	politics/art,0.02414486921529175	war/ancient,0.023138832997987926	music/orchestra,0.012072434607645875	music/rock,0.011066398390342052	film,0.008048289738430584
Meshuggah	music/rock,0.5943952802359882	generic,0.2345132743362832	family,0.0612094395280236	music/orchestra,0.030973451327433628	film,0.01991150442477876	war/ancient,0.01696165191740413	politics/art,0.014749262536873156	empire/religion,0.009587020648967551	literature,0.009587020648967551	royalty,0.008112094395280236
Miranda_Otto	film,0.5024711696869851	generic,0.14250411861614498	family,0.09967051070840198	music/rock,0.07825370675453047	literature,0.07248764415156507	music/orchestra,0.036243822075782535	royalty,0.030477759472817133	politics/art,0.018121911037891267	war/ancient,0.012355848434925865	empire/religion,0.007413509060955519
Moe_Berg	film,0.20245398773006135	generic,0.17177914110429449	literature,0.1411042944785276	politics/art,0.09815950920245399	family,0.08588957055214724	war/ancient,0.08588957055214724	music/orchestra,0.07975460122699386	music/rock,0.06134969325153374	empire/religion,0.03680981595092025	royalty,0.03680981595092025
Motörhead	music/rock,0.7250475285171103	generic,0.12024714828897339	family,0.03826045627376426	film,0.03588403041825095	politics/art,0.028041825095057035	literature,0.0185361216730038	music/orchestra,0.012357414448669201	royalty,0.01164448669201521	war/ancient,0.006891634980988593	empire/religion,0.0030893536121673003
Mozart_en_Italia	music/orchestra,0.435987372851631	generic,0.31673097158891617	family,0.10662925289372151	royalty,0.05962820063135742	war/ancient,0.0270080673447913	empire/religion,0.026657313223430377	literature,0.008418098912662224	politics/art,0.00701508242721852	music/rock,0.006664328305857594	film,0.00526131182041389
Murasaki_Shikibu	literature,0.33060109289617484	family,0.1830601092896175	generic,0.13387978142076504	music/orchestra,0.08196721311475409	empire/religion,0.08196721311475409	royalty,0.07103825136612021	war/ancient,0.04644808743169399	music/rock,0.03551912568306011	film,0.02185792349726776	politics/art,0.01366120218579235
Murray_Maxwell	war/ancient,0.48287189113092444	generic,0.24589394650398874	royalty,0.08775222900046926	family,0.061473486625997185	politics/art,0.06053496011262318	literature,0.018301267010793053	empire/religion,0.01689347724073205	film,0.011731581417175035	music/orchestra,0.008446738620366025	music/rock,0.006100422336931018
Nancy_Cartwright	film,0.44760213143872113	generic,0.17406749555950266	literature,0.09502664298401421	music/rock,0.08436944937833037	family,0.08081705150976909	politics/art,0.046181172291296625	music/orchestra,0.03108348134991119	war/ancient,0.019538188277087035	royalty,0.015097690941385435	empire/religion,0.006216696269982238
Nancy_Reagan	film,0.30523751522533493	generic,0.2672350791717418	family,0.20414129110840437	politics/art,0.08428745432399513	war/ancient,0.03507917174177832	royalty,0.034348355663824603	music/rock,0.0341047503045067	literature,0.022898903775883068	music/orchestra,0.0097442143727162	empire/religion,0.00292326431181486
Natalie_Clifford_Barney	literature,0.40578386605783867	generic,0.21704718417047184	family,0.19512937595129376	music/orchestra,0.045357686453576865	politics/art,0.041400304414003046	royalty,0.027092846270928464	film,0.025266362252663623	music/rock,0.021004566210045664	war/ancient,0.012785388127853882	empire/religion,0.0091324200913242
Nathaniel_Parker_Willis	literature,0.38669064748201437	generic,0.1672661870503597	family,0.15467625899280577	film,0.08453237410071943	music/rock,0.05575539568345324	war/ancient,0.03597122302158273	royalty,0.03597122302158273	politics/art,0.03237410071942446	music/orchestra,0.025179856115107913	empire/religion,0.02158273381294964
Nick_Drake	music/rock,0.4763935424916235	generic,0.22448979591836735	family,0.15169052695705149	literature,0.038988729820286325	music/orchestra,0.035028936947913494	film,0.029850746268656716	royalty,0.022844958879074017	politics/art,0.009442583003350593	war/ancient,0.007310386841303686	empire/religion,0.0039597928723728295
Nicolo_Giraud	generic,0.25206611570247933	family,0.25068870523415976	politics/art,0.24311294765840222	literature,0.12534435261707988	war/ancient,0.0337465564738292	royalty,0.030991735537190084	music/orchestra,0.025482093663911846	empire/religion,0.013774104683195593	film,0.012396694214876033	music/rock,0.012396694214876033
Nigel_(obispo_de_Ely)	empire/religion,0.34615384615384615	generic,0.21794871794871795	royalty,0.11538461538461539	film,0.08547008547008547	war/ancient,0.05128205128205128	family,0.04700854700854701	politics/art,0.04700854700854701	literature,0.042735042735042736	music/orchestra,0.02564102564102564	music/rock,0.021367521367521368
Nigel_Kneale	film,0.43960720130932895	literature,0.18592471358428805	generic,0.15875613747954173	family,0.07364975450081833	music/rock,0.07168576104746317	royalty,0.02160392798690671	politics/art,0.018330605564648116	war/ancient,0.01734860883797054	music/orchestra,0.0088379705400982	empire/religion,0.00425531914893617
Nikita_Jrushchov	war/ancient,0.4885097493036212	generic,0.3411095636025998	family,0.07346796657381616	literature,0.022051996285979574	empire/religion,0.019962859795728878	politics/art,0.016829155060352832	royalty,0.0127669452181987	music/orchestra,0.011838440111420613	music/rock,0.006847725162488394	film,0.006615598885793872
Nikita_Zotov	music/orchestra,0.19161676646706588	family,0.1437125748502994	generic,0.1317365269461078	war/ancient,0.11976047904191617	empire/religion,0.09580838323353294	literature,0.08982035928143713	royalty,0.0658682634730539	film,0.059880239520958084	music/rock,0.05389221556886228	politics/art,0.04790419161676647
