#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Grégoire_de_Nazianze	literature + other,0.46721544138518306	family life,0.18336644904910587	church/royalty,0.16094237865455577	military,0.12858359352824297	royalty,0.022707919386886176	orchestra,0.012205506670451319	politics,0.00823162077774624	film/tv,0.006244677831393698	music,0.005393130854385467	sports,0.00510928186204939
Guillaume_de_Corbeil	church/royalty,0.5518207282913166	military,0.12815126050420167	family life,0.12605042016806722	royalty,0.06932773109243698	literature + other,0.06722689075630252	politics,0.018907563025210083	film/tv,0.01050420168067227	orchestra,0.01050420168067227	sports,0.00980392156862745	music,0.007703081232492998
Guillaume_de_Saint-Calais	church/royalty,0.45161290322580644	military,0.21537001897533206	family life,0.14800759013282733	royalty,0.07495256166982922	literature + other,0.04269449715370019	politics,0.03320683111954459	sports,0.012333965844402278	orchestra,0.010436432637571158	film/tv,0.006641366223908918	music,0.004743833017077799
Guillaume_de_Tyr	church/royalty,0.37773359840954274	family life,0.16898608349900596	royalty,0.14314115308151093	military,0.10934393638170974	literature + other,0.08548707753479125	orchestra,0.02982107355864811	film/tv,0.02584493041749503	sports,0.019880715705765408	politics,0.019880715705765408	music,0.019880715705765408
Guillaume_III_d'Orange-Nassau	royalty,0.5232558139534884	politics,0.1886892177589852	military,0.15803382663847781	family life,0.034355179704016914	church/royalty,0.03250528541226216	literature + other,0.02087737843551797	film/tv,0.015591966173361522	orchestra,0.010306553911205074	sports,0.008985200845665961	music,0.007399577167019027
Guillaume_IV_du_Royaume-Uni	royalty,0.4820559610705596	politics,0.23996350364963503	military,0.10948905109489052	family life,0.0885036496350365	church/royalty,0.025547445255474453	literature + other,0.023418491484184914	sports,0.01338199513381995	film/tv,0.009732360097323601	music,0.004257907542579075	orchestra,0.0036496350364963502
Gustav_Mahler	orchestra,0.5093555093555093	family life,0.22314622314622315	military,0.11226611226611227	literature + other,0.0492030492030492	church/royalty,0.02356202356202356	politics,0.022176022176022176	sports,0.018711018711018712	music,0.01593901593901594	royalty,0.015246015246015246	film/tv,0.010395010395010396
Guy_Fawkes	royalty,0.3413612565445026	military,0.18638743455497384	family life,0.13298429319371727	film/tv,0.08900523560209424	politics,0.08167539267015707	literature + other,0.050261780104712044	church/royalty,0.0356020942408377	music,0.032460732984293195	sports,0.030366492146596858	orchestra,0.019895287958115182
Gwen_Stefani	music,0.5538236726741355	family life,0.1446663419386264	film/tv,0.10228933268387726	military,0.10082805650267901	orchestra,0.025328787140769606	royalty,0.022406234778373113	literature + other,0.01753531417437896	sports,0.014612761811982464	politics,0.014612761811982464	church/royalty,0.003896736483195324
H.D.	film/tv,0.28991596638655465	orchestra,0.13025210084033614	literature + other,0.12605042016806722	family life,0.10504201680672269	music,0.10084033613445378	royalty,0.09243697478991597	military,0.06302521008403361	politics,0.04201680672268908	church/royalty,0.029411764705882353	sports,0.02100840336134454
Harbhajan_Singh	sports,0.15625	church/royalty,0.125	politics,0.109375	film/tv,0.109375	military,0.09375	music,0.09375	family life,0.078125	literature + other,0.078125	royalty,0.078125	orchestra,0.078125
Harmon_Killebrew	sports,0.5901639344262295	music,0.06557377049180328	film/tv,0.05327868852459016	military,0.04918032786885246	orchestra,0.04918032786885246	politics,0.045081967213114756	royalty,0.045081967213114756	family life,0.040983606557377046	church/royalty,0.036885245901639344	literature + other,0.02459016393442623
Harriet_Arbuthnot	royalty,0.42615384615384616	family life,0.30923076923076925	military,0.07692307692307693	film/tv,0.04461538461538461	literature + other,0.03769230769230769	politics,0.031538461538461536	orchestra,0.025384615384615384	sports,0.021538461538461538	church/royalty,0.015384615384615385	music,0.011538461538461539
Harriet_Bosse	royalty,0.18181818181818182	orchestra,0.18181818181818182	film/tv,0.13131313131313133	literature + other,0.10101010101010101	military,0.09090909090909091	politics,0.08080808080808081	music,0.0707070707070707	family life,0.06060606060606061	sports,0.050505050505050504	church/royalty,0.050505050505050504
Harry_Chauvel	military,0.39603960396039606	literature + other,0.0891089108910891	film/tv,0.06930693069306931	church/royalty,0.06930693069306931	royalty,0.06930693069306931	music,0.06930693069306931	family life,0.0594059405940594	sports,0.0594059405940594	politics,0.0594059405940594	orchestra,0.0594059405940594
Harry_Cobby	military,0.37037037037037035	politics,0.09259259259259259	royalty,0.08333333333333333	family life,0.07407407407407407	sports,0.07407407407407407	literature + other,0.07407407407407407	orchestra,0.06481481481481481	music,0.06481481481481481	film/tv,0.05555555555555555	church/royalty,0.046296296296296294
Harry_McNish	family life,0.7162990196078431	military,0.12193627450980392	film/tv,0.031862745098039214	sports,0.03125	royalty,0.028186274509803922	literature + other,0.01838235294117647	politics,0.01838235294117647	church/royalty,0.014093137254901961	music,0.013480392156862746	orchestra,0.006127450980392157
Harry_Murray	military,0.29245283018867924	family life,0.14150943396226415	politics,0.08490566037735849	royalty,0.08490566037735849	literature + other,0.07547169811320754	church/royalty,0.07547169811320754	orchestra,0.07547169811320754	sports,0.0660377358490566	film/tv,0.05660377358490566	music,0.04716981132075472
Hasekura_Tsunenaga	literature + other,0.3575302461410096	family life,0.3016270337922403	military,0.15018773466833543	church/royalty,0.09470171047142262	politics,0.03629536921151439	royalty,0.030037546933667083	music,0.008760951188986232	sports,0.008343763037129746	film/tv,0.007926574885273258	orchestra,0.00458906967042136
Hastings_Lionel_Ismay	military,0.23030303030303031	royalty,0.23030303030303031	politics,0.15151515151515152	family life,0.09090909090909091	orchestra,0.06060606060606061	sports,0.05454545454545454	literature + other,0.05454545454545454	film/tv,0.048484848484848485	church/royalty,0.04242424242424243	music,0.03636363636363636
Heinrich_Bär	military,0.2328767123287671	film/tv,0.136986301369863	family life,0.0821917808219178	sports,0.0821917808219178	church/royalty,0.0821917808219178	royalty,0.0821917808219178	orchestra,0.0821917808219178	music,0.0821917808219178	literature + other,0.0684931506849315	politics,0.0684931506849315
Helena_du_Royaume-Uni	royalty,0.5555555555555556	military,0.05982905982905983	film/tv,0.05982905982905983	family life,0.05128205128205128	politics,0.05128205128205128	orchestra,0.05128205128205128	sports,0.042735042735042736	literature + other,0.042735042735042736	church/royalty,0.042735042735042736	music,0.042735042735042736
Helmut_Lent	military,0.6052631578947368	sports,0.09473684210526316	family life,0.04736842105263158	politics,0.042105263157894736	orchestra,0.042105263157894736	literature + other,0.03684210526315789	church/royalty,0.03684210526315789	royalty,0.03684210526315789	music,0.031578947368421054	film/tv,0.02631578947368421
Henri_d'Uppsala	church/royalty,0.5641399416909622	family life,0.16800291545189505	military,0.11807580174927114	literature + other,0.08236151603498543	orchestra,0.01858600583090379	royalty,0.016763848396501458	politics,0.014577259475218658	sports,0.008381924198250729	film/tv,0.006559766763848397	music,0.002551020408163265
Henrik_Sedin	sports,0.7534246575342466	military,0.04794520547945205	family life,0.0410958904109589	orchestra,0.030821917808219176	politics,0.0273972602739726	literature + other,0.023972602739726026	church/royalty,0.02054794520547945	royalty,0.02054794520547945	film/tv,0.017123287671232876	music,0.017123287671232876
Henry_Moore	family life,0.5057085292142377	orchestra,0.1061114842175957	film/tv,0.10275352585627938	literature + other,0.07051712558764271	military,0.06783075889858965	royalty,0.051712558764271326	sports,0.0315648085963734	music,0.03022162525184688	politics,0.0241773002014775	church/royalty,0.009402283411685695
Henry_Wood_(chef_d'orchestre)	orchestra,0.6145833333333334	film/tv,0.08680555555555555	royalty,0.07291666666666667	family life,0.03819444444444445	military,0.03819444444444445	sports,0.034722222222222224	politics,0.034722222222222224	music,0.034722222222222224	church/royalty,0.024305555555555556	literature + other,0.020833333333333332
Herbert_Greenfield	sports,0.12121212121212122	politics,0.12121212121212122	film/tv,0.12121212121212122	military,0.10606060606060606	church/royalty,0.10606060606060606	royalty,0.10606060606060606	orchestra,0.09090909090909091	family life,0.07575757575757576	literature + other,0.07575757575757576	music,0.07575757575757576
Hermann_Detzner	military,0.23529411764705882	family life,0.11764705882352941	orchestra,0.10588235294117647	literature + other,0.09411764705882353	music,0.09411764705882353	sports,0.08235294117647059	politics,0.08235294117647059	royalty,0.07058823529411765	film/tv,0.058823529411764705	church/royalty,0.058823529411764705
Héliogabale	church/royalty,0.3419593345656192	royalty,0.1321626617375231	literature + other,0.12014787430683918	family life,0.11182994454713494	military,0.10258780036968576	orchestra,0.053604436229205174	film/tv,0.051756007393715345	politics,0.03512014787430684	music,0.034195933456561925	sports,0.0166358595194085
Hod_Stuart	sports,0.6836628511966701	family life,0.12070759625390219	military,0.07180020811654526	orchestra,0.02497398543184183	film/tv,0.019771071800208116	music,0.019771071800208116	literature + other,0.018730489073881373	royalty,0.018730489073881373	politics,0.011446409989594173	church/royalty,0.01040582726326743
Honoré_de_Balzac	literature + other,0.5282758620689655	family life,0.16796934865900384	military,0.08597701149425287	orchestra,0.07478927203065135	royalty,0.06896551724137931	film/tv,0.041226053639846744	church/royalty,0.015478927203065134	politics,0.011647509578544062	sports,0.0030651340996168583	music,0.0026053639846743294
Honório_Carneiro_Leão	politics,0.5558073654390935	military,0.16855524079320114	royalty,0.15240793201133143	family life,0.059490084985835696	literature + other,0.02294617563739377	church/royalty,0.01501416430594901	sports,0.009065155807365438	orchestra,0.006515580736543909	film/tv,0.0056657223796034	music,0.004532577903682719
Hovhannes_Bagramian	military,0.607946385830541	politics,0.1565342269028243	family life,0.12589755864049784	sports,0.028243178554332216	orchestra,0.023456199138343705	church/royalty,0.0205840114887506	royalty,0.014839636189564385	literature + other,0.009095260890378171	music,0.00861656294877932	film/tv,0.004786979415988511
Howie_Morenz	sports,0.8029245596543703	family life,0.07377866400797607	military,0.05782652043868395	orchestra,0.014290461947490861	royalty,0.01296111665004985	film/tv,0.01163177135260884	music,0.00897308075772682	politics,0.007643735460285809	church/royalty,0.005317381189764041	literature + other,0.004652708541043536
Hubert_Walter	church/royalty,0.18181818181818182	film/tv,0.11363636363636363	royalty,0.11363636363636363	politics,0.10227272727272728	music,0.10227272727272728	military,0.09090909090909091	orchestra,0.09090909090909091	family life,0.06818181818181818	sports,0.06818181818181818	literature + other,0.06818181818181818
Hugh_Trumble	sports,0.37	music,0.1	orchestra,0.09	military,0.08	politics,0.07	family life,0.06	film/tv,0.06	church/royalty,0.06	royalty,0.06	literature + other,0.05
Hygeberht	church/royalty,0.6807387862796834	military,0.11081794195250659	family life,0.08970976253298153	literature + other,0.030343007915567283	politics,0.018469656992084433	orchestra,0.018469656992084433	royalty,0.017150395778364115	sports,0.014511873350923483	music,0.010554089709762533	film/tv,0.009234828496042216
Ian_Chappell	sports,0.48299319727891155	music,0.10204081632653061	military,0.08163265306122448	film/tv,0.08163265306122448	politics,0.05442176870748299	royalty,0.047619047619047616	family life,0.04081632653061224	church/royalty,0.04081632653061224	literature + other,0.034013605442176874	orchestra,0.034013605442176874
Ian_O'Brien	sports,0.2826086956521739	music,0.13043478260869565	military,0.09782608695652174	family life,0.08695652173913043	orchestra,0.08695652173913043	literature + other,0.07608695652173914	royalty,0.07608695652173914	politics,0.05434782608695652	film/tv,0.05434782608695652	church/royalty,0.05434782608695652
Ieoh_Ming_Pei	orchestra,0.1871345029239766	politics,0.1783625730994152	film/tv,0.17251461988304093	sports,0.10818713450292397	music,0.07602339181286549	literature + other,0.07017543859649122	family life,0.06140350877192982	military,0.05847953216374269	church/royalty,0.04678362573099415	royalty,0.04093567251461988
Ima_Hogg	film/tv,0.30727762803234504	politics,0.1967654986522911	family life,0.13746630727762804	literature + other,0.12129380053908356	orchestra,0.0646900269541779	military,0.05121293800539083	church/royalty,0.03773584905660377	sports,0.029649595687331536	music,0.029649595687331536	royalty,0.02425876010781671
Ina_de_Wessex	church/royalty,0.6578341013824884	family life,0.12154377880184332	military,0.07776497695852534	politics,0.06105990783410138	literature + other,0.036290322580645164	royalty,0.013824884792626729	orchestra,0.009792626728110598	music,0.008640552995391706	film/tv,0.0069124423963133645	sports,0.006336405529953917
Ion_Heliade_Rădulescu	literature + other,0.25301204819277107	orchestra,0.12048192771084337	family life,0.0963855421686747	politics,0.0963855421686747	sports,0.08433734939759036	royalty,0.08433734939759036	film/tv,0.07228915662650602	church/royalty,0.07228915662650602	military,0.060240963855421686	music,0.060240963855421686
Isaac_Brock	politics,0.3627362736273627	military,0.33663366336633666	family life,0.1467146714671467	sports,0.0351035103510351	church/royalty,0.0297029702970297	royalty,0.0288028802880288	literature + other,0.019801980198019802	music,0.018001800180018002	film/tv,0.0144014401440144	orchestra,0.008100810081008101
Isaac_Shelby	politics,0.44	military,0.19333333333333333	family life,0.09	royalty,0.056666666666666664	music,0.05	sports,0.04666666666666667	church/royalty,0.03666666666666667	film/tv,0.03333333333333333	literature + other,0.02666666666666667	orchestra,0.02666666666666667
Isabella_Augusta_Gregory	film/tv,0.20588235294117646	literature + other,0.13725490196078433	family life,0.10784313725490197	royalty,0.10784313725490197	military,0.09803921568627451	church/royalty,0.08823529411764706	orchestra,0.08823529411764706	music,0.06862745098039216	sports,0.049019607843137254	politics,0.049019607843137254
Ivan_Aleksandre_Asen	church/royalty,0.36633663366336633	orchestra,0.18316831683168316	royalty,0.11386138613861387	military,0.09900990099009901	family life,0.04455445544554455	sports,0.04455445544554455	politics,0.04455445544554455	film/tv,0.039603960396039604	literature + other,0.034653465346534656	music,0.0297029702970297
Jack_Sheppard	military,0.19047619047619047	film/tv,0.13095238095238096	sports,0.11904761904761904	politics,0.09523809523809523	royalty,0.09523809523809523	orchestra,0.08333333333333333	family life,0.07142857142857142	literature + other,0.07142857142857142	church/royalty,0.07142857142857142	music,0.07142857142857142
Jack_Warner	film/tv,0.23931623931623933	music,0.20512820512820512	military,0.1111111111111111	orchestra,0.07692307692307693	sports,0.06837606837606838	literature + other,0.06837606837606838	family life,0.05982905982905983	politics,0.05982905982905983	royalty,0.05982905982905983	church/royalty,0.05128205128205128
Jacques_Ier_d'Angleterre	royalty,0.46988388969521044	family life,0.17198838896952104	military,0.15892597968069666	church/royalty,0.07002902757619739	literature + other,0.06059506531204644	film/tv,0.020319303338171262	politics,0.016690856313497822	orchestra,0.01632801161103048	music,0.009433962264150943	sports,0.005805515239477504
Jacques_II_d'Angleterre	royalty,0.5928994082840237	military,0.1289940828402367	family life,0.07218934911242604	church/royalty,0.05798816568047337	politics,0.04497041420118343	literature + other,0.03076923076923077	sports,0.028402366863905324	film/tv,0.021301775147928994	orchestra,0.01301775147928994	music,0.009467455621301775
Jacques_Plante_(hockey_sur_glace)	sports,0.518796992481203	military,0.10275689223057644	family life,0.07268170426065163	royalty,0.06516290726817042	literature + other,0.06015037593984962	orchestra,0.05263157894736842	politics,0.03759398496240601	film/tv,0.03508771929824561	church/royalty,0.03007518796992481	music,0.02506265664160401
James_Blaine	politics,0.569364161849711	military,0.13005780346820808	sports,0.06936416184971098	literature + other,0.057803468208092484	family life,0.049132947976878616	royalty,0.04335260115606936	film/tv,0.02601156069364162	orchestra,0.023121387283236993	music,0.017341040462427744	church/royalty,0.014450867052023121
James_Bowie	family life,0.2178988326848249	politics,0.17509727626459143	music,0.1245136186770428	military,0.11673151750972763	church/royalty,0.10116731517509728	film/tv,0.0933852140077821	literature + other,0.08171206225680934	sports,0.0311284046692607	royalty,0.0311284046692607	orchestra,0.027237354085603113
James_Joyce	family life,0.3171983865053172	film/tv,0.24495782911624495	literature + other,0.1818848551521819	orchestra,0.08434176751008435	military,0.07077374404107077	royalty,0.03667033370003667	sports,0.0187018701870187	music,0.018335166850018333	politics,0.015768243491015767	church/royalty,0.011367803447011368
James_Nesbitt	film/tv,0.6035578144853876	music,0.13595933926302414	family life,0.05844980940279543	sports,0.05717916137229987	politics,0.04066073697585769	orchestra,0.03176620076238882	military,0.022871664548919948	literature + other,0.021601016518424398	church/royalty,0.01397712833545108	royalty,0.01397712833545108
James_Newland	military,0.37142857142857144	family life,0.14285714285714285	sports,0.08571428571428572	politics,0.08571428571428572	royalty,0.06666666666666667	film/tv,0.05714285714285714	literature + other,0.047619047619047616	church/royalty,0.047619047619047616	orchestra,0.047619047619047616	music,0.047619047619047616
James_Russell_Lowell	film/tv,0.25374625374625376	family life,0.22277722277722278	literature + other,0.15384615384615385	politics,0.1108891108891109	military,0.08691308691308691	orchestra,0.07292707292707293	royalty,0.04095904095904096	sports,0.03796203796203796	music,0.01098901098901099	church/royalty,0.008991008991008992
Jarome_Iginla	sports,0.6653696498054474	orchestra,0.058365758754863814	politics,0.05058365758754864	royalty,0.04669260700389105	family life,0.042801556420233464	film/tv,0.03501945525291829	music,0.0311284046692607	church/royalty,0.027237354085603113	literature + other,0.023346303501945526	military,0.019455252918287938
Jay_Chou	music,0.33225806451612905	film/tv,0.15483870967741936	family life,0.1	literature + other,0.0935483870967742	orchestra,0.0935483870967742	church/royalty,0.06774193548387097	politics,0.05806451612903226	military,0.04516129032258064	sports,0.035483870967741936	royalty,0.01935483870967742
Jean_Calvin	literature + other,0.491597692500627	military,0.14948582894406823	politics,0.14196137446701781	family life,0.09204915976925006	royalty,0.05969400551793328	church/royalty,0.03962879357913218	orchestra,0.014045648357160772	music,0.005517933283170303	film/tv,0.0032605969400551793	sports,0.0027589666415851516
Jerry_Voorhis	politics,0.28776978417266186	military,0.1510791366906475	film/tv,0.08633093525179857	music,0.08633093525179857	family life,0.07913669064748201	orchestra,0.07913669064748201	sports,0.06474820143884892	literature + other,0.05755395683453238	royalty,0.05755395683453238	church/royalty,0.050359712230215826
Jim_Thorpe	sports,0.510593220338983	family life,0.1705508474576271	film/tv,0.06673728813559322	politics,0.05402542372881356	military,0.04978813559322034	literature + other,0.0413135593220339	music,0.036016949152542374	orchestra,0.03389830508474576	royalty,0.029661016949152543	church/royalty,0.007415254237288136
Jimmy_McAleer	sports,0.5015105740181269	politics,0.11782477341389729	military,0.11178247734138973	family life,0.06042296072507553	music,0.04833836858006042	royalty,0.03927492447129909	film/tv,0.03625377643504532	literature + other,0.030211480362537766	orchestra,0.030211480362537766	church/royalty,0.02416918429003021
Jocelin	church/royalty,0.5798722044728435	family life,0.1062300319488818	military,0.10303514376996806	politics,0.08706070287539937	film/tv,0.03514376996805112	royalty,0.031150159744408944	literature + other,0.026357827476038338	orchestra,0.013578274760383386	music,0.011980830670926517	sports,0.005591054313099041
Joe_Sakic	sports,0.8227554179566563	family life,0.06540247678018576	military,0.035990712074303405	music,0.025928792569659444	film/tv,0.01238390092879257	politics,0.009674922600619196	royalty,0.008126934984520124	orchestra,0.007352941176470588	church/royalty,0.00696594427244582	literature + other,0.005417956656346749
Joel_Brand	military,0.4327485380116959	family life,0.11988304093567251	politics,0.1023391812865497	church/royalty,0.07017543859649122	literature + other,0.06725146198830409	film/tv,0.05847953216374269	royalty,0.043859649122807015	music,0.04093567251461988	orchestra,0.038011695906432746	sports,0.02631578947368421
Joey_Santiago	music,0.5101663585951941	family life,0.10905730129390019	politics,0.10536044362292052	film/tv,0.08133086876155268	sports,0.053604436229205174	military,0.04990757855822551	royalty,0.03512014787430684	orchestra,0.024029574861367836	literature + other,0.022181146025878003	church/royalty,0.009242144177449169
Johann_von_Klenau	royalty,0.2	military,0.14444444444444443	family life,0.12222222222222222	politics,0.12222222222222222	church/royalty,0.1	literature + other,0.07777777777777778	orchestra,0.06666666666666667	sports,0.05555555555555555	film/tv,0.05555555555555555	music,0.05555555555555555
John_Barbirolli	orchestra,0.3742690058479532	film/tv,0.10526315789473684	royalty,0.08771929824561403	family life,0.08187134502923976	literature + other,0.07017543859649122	politics,0.06432748538011696	military,0.05847953216374269	music,0.05847953216374269	sports,0.05263157894736842	church/royalty,0.04678362573099415
John_Churchill_(1er_duc_de_Marlborough)	royalty,0.4010794140323824	military,0.2993060909791827	family life,0.18396299151888976	politics,0.028064764841942945	church/royalty,0.0235929067077872	literature + other,0.023284502698535083	film/tv,0.020663068619892058	sports,0.009868928296067848	orchestra,0.006630686198920586	music,0.0035466461063993833
John_Dee	literature + other,0.4872894333843798	family life,0.16232771822358347	military,0.10137825421133231	royalty,0.04900459418070444	orchestra,0.045941807044410414	film/tv,0.044716692189892805	politics,0.041653905053598776	music,0.028483920367534457	church/royalty,0.026339969372128638	sports,0.012863705972434915
John_Douglas_(architecte)	military,0.15942028985507245	film/tv,0.11594202898550725	politics,0.10144927536231885	church/royalty,0.10144927536231885	royalty,0.10144927536231885	music,0.10144927536231885	family life,0.08695652173913043	sports,0.08695652173913043	literature + other,0.07246376811594203	orchestra,0.07246376811594203
John_Frusciante	music,0.6964146531566641	family life,0.1539360872954014	military,0.05494933749025721	film/tv,0.03585346843335931	sports,0.01636788776305534	royalty,0.014809041309431021	literature + other,0.008963367108339828	orchestra,0.00857365549493375	politics,0.007014809041309431	church/royalty,0.003117692907248636
John_J._Crittenden	politics,0.3333333333333333	royalty,0.08641975308641975	orchestra,0.08641975308641975	music,0.08641975308641975	sports,0.07407407407407407	military,0.07407407407407407	church/royalty,0.07407407407407407	family life,0.06172839506172839	literature + other,0.06172839506172839	film/tv,0.06172839506172839
John_Knox	literature + other,0.29261363636363635	royalty,0.22727272727272727	family life,0.10227272727272728	military,0.09943181818181818	church/royalty,0.09943181818181818	politics,0.045454545454545456	film/tv,0.036931818181818184	sports,0.03409090909090909	music,0.03409090909090909	orchestra,0.028409090909090908
John_Michael_Wright	family life,0.367358708189158	royalty,0.19550173010380623	literature + other,0.1384083044982699	military,0.08246828143021914	film/tv,0.06747404844290658	church/royalty,0.058823529411764705	orchestra,0.03863898500576701	sports,0.01903114186851211	music,0.016724336793540944	politics,0.015570934256055362
John_Millington_Synge	film/tv,0.2465437788018433	family life,0.18663594470046083	orchestra,0.14861751152073732	literature + other,0.14400921658986174	politics,0.09331797235023041	military,0.0576036866359447	royalty,0.05069124423963134	church/royalty,0.038018433179723504	sports,0.019585253456221197	music,0.014976958525345621
John_Wark	sports,0.710172744721689	family life,0.1183621241202815	military,0.08125399872040946	film/tv,0.02111324376199616	music,0.01983365323096609	royalty,0.015355086372360844	church/royalty,0.012795905310300703	politics,0.008957133717210493	orchestra,0.006397952655150352	literature + other,0.005758157389635317
John_Whittle	military,0.6161754626456477	family life,0.1487320082248115	music,0.06031528444139822	film/tv,0.05620287868403016	royalty,0.029472241261137764	sports,0.026730637422892393	politics,0.025359835503769704	orchestra,0.01644962302947224	church/royalty,0.011651816312542838	literature + other,0.008910212474297465
Joseph_Barbera	film/tv,0.47641509433962265	family life,0.18160377358490565	military,0.07900943396226415	music,0.0695754716981132	sports,0.06485849056603774	politics,0.05070754716981132	royalty,0.02358490566037736	orchestra,0.02240566037735849	literature + other,0.020047169811320754	church/royalty,0.01179245283018868
Joseph_Johnson	literature + other,0.40950693829347506	film/tv,0.18187186300560967	family life,0.1355181576616475	politics,0.12016533805727783	military,0.07292589312075583	orchestra,0.02745792736935341	royalty,0.014762326542663124	sports,0.013581340419250075	church/royalty,0.012990847357543548	music,0.011219368172423975
Joseph_Szigeti	orchestra,0.5098039215686274	family life,0.1394335511982571	politics,0.06318082788671024	film/tv,0.05228758169934641	royalty,0.05010893246187364	military,0.04793028322440087	literature + other,0.0457516339869281	music,0.04357298474945534	church/royalty,0.02832244008714597	sports,0.0196078431372549
José_Maria_da_Silva_Paranhos	politics,0.25263157894736843	military,0.17894736842105263	royalty,0.1631578947368421	orchestra,0.08947368421052632	literature + other,0.07368421052631578	sports,0.06315789473684211	family life,0.05789473684210526	film/tv,0.05789473684210526	church/royalty,0.031578947368421054	music,0.031578947368421054
Joshua_Norton	politics,0.25137362637362637	family life,0.23763736263736263	military,0.16483516483516483	literature + other,0.12980769230769232	church/royalty,0.06936813186813187	royalty,0.06936813186813187	film/tv,0.03502747252747253	music,0.017857142857142856	sports,0.015796703296703296	orchestra,0.008928571428571428
Josquin_des_Prés	orchestra,0.5823154540626659	family life,0.1293149229952204	literature + other,0.10143388210302709	church/royalty,0.07142857142857142	military,0.06293149229952204	royalty,0.024429102496016993	music,0.009824747742963356	politics,0.008231545406266597	film/tv,0.007169410515135422	sports,0.0029208709506107276
Jovan_Vladimir	church/royalty,0.46634615384615385	military,0.15264423076923078	politics,0.08774038461538461	family life,0.08052884615384616	royalty,0.07932692307692307	literature + other,0.06129807692307692	film/tv,0.026442307692307692	orchestra,0.026442307692307692	sports,0.009615384615384616	music,0.009615384615384616
Joy_Division	music,0.6727462219906201	military,0.10265763418447107	family life,0.0781657113079729	film/tv,0.05054715997915581	orchestra,0.028139656070870246	sports,0.02136529442417926	literature + other,0.019801980198019802	royalty,0.010943199583116207	politics,0.007816571130797291	church/royalty,0.007816571130797291
Józef_Piłsudski	politics,0.5052876480541455	military,0.32339255499153974	family life,0.0399746192893401	literature + other,0.038705583756345176	royalty,0.036590524534686975	church/royalty,0.02263113367174281	orchestra,0.018824027072758036	film/tv,0.006345177664974619	sports,0.005710659898477157	music,0.0025380710659898475
Judy_Garland	film/tv,0.4708646616541353	music,0.1550751879699248	family life,0.15413533834586465	military,0.04887218045112782	orchestra,0.04887218045112782	politics,0.039473684210526314	sports,0.03853383458646616	royalty,0.02819548872180451	church/royalty,0.009398496240601503	literature + other,0.006578947368421052
Juste_de_Cantorbéry	church/royalty,0.6732954545454546	politics,0.056818181818181816	family life,0.05397727272727273	literature + other,0.048295454545454544	sports,0.03409090909090909	music,0.03409090909090909	military,0.03125	orchestra,0.03125	film/tv,0.022727272727272728	royalty,0.014204545454545454
KaDee_Strickland	film/tv,0.5809806835066865	family life,0.10846953937592868	military,0.08023774145616643	sports,0.05943536404160475	music,0.05646359583952452	orchestra,0.04011887072808321	royalty,0.022288261515601784	literature + other,0.019316493313521546	politics,0.019316493313521546	church/royalty,0.01337295690936107
Karl_Aloys_zu_Fürstenberg	military,0.19148936170212766	royalty,0.1595744680851064	orchestra,0.13829787234042554	literature + other,0.10638297872340426	politics,0.09574468085106383	sports,0.06382978723404255	film/tv,0.06382978723404255	church/royalty,0.06382978723404255	music,0.06382978723404255	family life,0.05319148936170213
Karmichael_Hunt	sports,0.6146788990825688	family life,0.06880733944954129	military,0.05045871559633028	royalty,0.05045871559633028	film/tv,0.045871559633027525	literature + other,0.03669724770642202	church/royalty,0.03669724770642202	music,0.03669724770642202	politics,0.03211009174311927	orchestra,0.027522935779816515
Kate_Bush	music,0.5899280575539568	family life,0.15127897681854516	military,0.07354116706634692	film/tv,0.0705435651478817	orchestra,0.03996802557953637	sports,0.03557154276578737	royalty,0.019784172661870502	politics,0.007194244604316547	literature + other,0.006794564348521183	church/royalty,0.00539568345323741
Katharine_Hepburn	film/tv,0.6126936531734133	family life,0.12693653173413294	music,0.06296851574212893	orchestra,0.04547726136931534	military,0.04147926036981509	sports,0.030984507746126936	royalty,0.028985507246376812	literature + other,0.022488755622188907	politics,0.01649175412293853	church/royalty,0.011494252873563218
Kathleen_Ferrier	orchestra,0.4404798523531221	family life,0.22608428175945863	military,0.09996924023377422	music,0.0741310366041218	film/tv,0.06367271608735774	royalty,0.03998769609350969	sports,0.017840664410950478	politics,0.015072285450630576	literature + other,0.01353429713934174	church/royalty,0.009227929867733005
Katie_Holmes	film/tv,0.656441717791411	music,0.10889570552147239	sports,0.07515337423312883	orchestra,0.029141104294478526	royalty,0.027607361963190184	literature + other,0.02607361963190184	family life,0.02147239263803681	politics,0.02147239263803681	military,0.019938650306748466	church/royalty,0.013803680981595092
Kevin_Pietersen	sports,0.3828125	orchestra,0.09375	family life,0.078125	military,0.078125	film/tv,0.078125	politics,0.0703125	music,0.0703125	royalty,0.0546875	literature + other,0.046875	church/royalty,0.046875
Khalid_al-Mihdhar	military,0.14864864864864866	music,0.12162162162162163	church/royalty,0.10810810810810811	family life,0.0945945945945946	sports,0.0945945945945946	politics,0.0945945945945946	film/tv,0.0945945945945946	orchestra,0.0945945945945946	royalty,0.08108108108108109	literature + other,0.06756756756756757
